headline,date,doc_type,material_type,section,keywords
Think Alexa Is Too Creepy For Your Kitchen? Don’t Give It to Aunty Mary.,2019-12-25,article,Op-Ed,,"['Privacy', 'Data-Mining and Database Marketing', 'Computers and the Internet', 'Christmas', 'Smartphones', 'Home Automation and Smart Homes']"
An Immigrant’s Christmas Eve,2019-12-23,article,Op-Ed,,"['Immigration and Emigration', 'Asylum, Right of', 'Illegal Immigration', 'Deportation', 'Jews and Judaism']"
An Artist Shares Her Most Striking Images of the Decade,2019-12-23,article,News,,"['Two Thousand Tens (Decade)', 'Photography', 'Art']"
Disputing a Republican’s Critique of Impeachment,2019-12-23,article,Letter,,['Impeachment']
A Haven for Students That Goes Beyond Learning,2019-12-24,article,News,,[]
Barge With 600 Gallons of Diesel Sinks Off Galápagos Islands,2019-12-23,article,News,,"['Derricks and Cranes', 'Maritime Accidents and Safety', 'Ships and Shipping', 'World Heritage Sites', 'National Parks, Monuments and Seashores']"
He Won and Lost the Kentucky Derby. He Can’t Stop Watching the Replay.,2019-12-23,article,News,,"['Maximum Security (Race Horse)', 'Kentucky Derby', 'Horse Racing']"
A Sleep Reset for the New Year,2019-12-24,article,News,,"['Sleep', 'Insomnia']"
Words to Live By: Artists We Lost in 2019,2019-12-23,article,News,,['Culture (Arts)']
A Town Banned Snowball Throwing. Now It’s Having Second Thoughts.,2019-12-24,article,News,,"['City Councils', 'Law and Legislation', 'Crime and Criminals', 'Snow and Snowstorms']"
What’s on TV Wednesday: ‘Togo’ and ‘The Witcher’,2019-12-25,article,News,,"['Television', 'Movies']"
"Late Night in 2019: Trump, Trump and More Trump",2019-12-23,article,News,,['Television']
Five Tips for Living Longer in 2020,2019-12-23,article,News,,"['Longevity', 'Deaths (Fatalities)', 'Falls', 'Breast Cancer', 'Colon and Colorectal Cancer', 'Exercise']"
What Santa Said,2019-12-25,article,News,,['Crossword Puzzles']
Timeless Words,2019-12-24,article,News,,['Books and Literature']
Earth Science Has a Whiteness Problem,2019-12-23,article,News,,"['Race and Ethnicity', 'Black People', 'Blacks', 'Earth', 'Minorities', 'Colleges and Universities', 'Discrimination', 'Research', 'your-feed-science']"
"No Corrections: Dec. 23, 2019",2019-12-23,article,News,,[]
Klobuchar Is Banking on Iowa Moderates. Her Problem: So Is Buttigieg.,2019-12-23,article,News,,['Presidential Election of 2020']
‘Mr. Robot’ Series Finale Recap: The Real Thing,2019-12-23,article,Review,,['Television']
"Boeing, Jamal Khashoggi, Fukushima: Your Tuesday Briefing",2019-12-23,article,briefing,,[]
Merry Christmas,2019-12-25,article,Op-Ed,,"['Chinese Food (Cuisine)', 'Christmas', 'Music', 'Spices']"
Christmas Turns the World Upside Down,2019-12-24,article,Op-Ed,,"['Christians and Christianity', 'Christmas']"
"Playa del Rey, Los Angeles: Civic Pride Soars in This Tiny Beach Community",2019-12-24,article,News,,['Real Estate and Housing (Residential)']
"Putin’s Russia, Punching Above Its Weight, Keeps Adversaries Off Balance",2019-12-23,article,News,,"['Politics and Government', 'International Relations']"
How to Help Brazilian Farmers Save the Amazon,2019-12-24,article,Op-Ed,,"['Greenhouse Gas Emissions', 'Forests and Forestry', 'Carbon Caps and Emissions Trading Programs', 'Agriculture and Farming', 'Global Warming', 'Indigenous People']"
What’s on TV Monday: ‘His Dark Materials’ and a Football Finale,2019-12-23,article,News,,"['Television', 'Movies']"
The Meaning and Melodrama of an Italian-American Christmas,2019-12-24,article,Op-Ed,,"['Christmas', 'Families and Family Life', 'Italian-Americans']"
"For the Sydney Hobart, an Indigenous Crew Puts to Sea",2019-12-23,article,News,,"['SYDNEY-TO-HOBART YACHT RACE', 'Sailboats and Sailing', 'Indigenous Australians']"
Walking Is Extraordinary. I Don’t Want to Give It Up.,2019-12-24,article,Op-Ed,,"['Disabilities', 'Wheelchairs', 'Walking']"
Confused in California,2019-12-24,article,News,,"['Travel and Vacations', 'Wines', 'Restaurants', 'Sushi', 'Beaches']"
"Elizabeth Warren Returns to Oklahoma, Stressing Working-Class Roots",2019-12-23,article,News,,['Presidential Election of 2020']
A Test for Foreign Teachers in Indonesia: Are You Gay?,2019-12-23,article,News,,"['Discrimination', 'Homosexuality and Bisexuality', 'Psychology and Psychologists', 'Education (K-12)', 'Muslims and Islam', 'Teachers and School Employees', 'Private and Sectarian Schools', 'Workplace Hazards and Violations']"
Year in Sound,2019-12-23,article,News,,"['Impeachment', 'Christchurch, New Zealand, Attack (March 2019)', 'Uighurs (Chinese Ethnic Group)', 'Great Britain Withdrawal from EU (Brexit)']"
Why Ice Is Falling From Glass Skyscrapers,2019-12-24,article,briefing,,"['Ice', 'Accidents and Safety', 'Buildings (Structures)', 'Christmas']"
Marshawn Lynch Arrives to Give Seattle a Playoff Push,2019-12-24,article,News,,"['Football', 'United States National Anthem Protests (2016- )', 'Playoff Games']"
My Very Marry Christmas,2019-12-25,article,Op-Ed,,"['Christmas', 'Weddings and Engagements', 'Diamonds', 'Love (Emotion)']"
A Decade of Fitness,2019-12-25,article,News,,"['Exercise', 'Two Thousand Tens (Decade)', 'Anxiety and Stress', 'Muscles', 'Age, Chronological', 'Diabetes']"
Cookies for the Sophisticated Set,2019-12-23,article,News,,"['Bakeries and Baked Products', 'Cookies']"
‘Just Mercy’ Review: Echoes of Jim Crow on Alabama’s Death Row,2019-12-24,article,Review,,['Movies']
The Modern Appeal of Black Lipstick,2019-12-24,article,News,,"['Beauty (Concept)', 'Cosmetics and Toiletries', 'Lips (Body Part)', 'Fashion and Apparel']"
‘1917’ Isn’t the First (Supposedly) One-Shot Film. Here’s a Timeline.,2019-12-25,article,News,,['Movies']
Driver Who Hit Girl Because She Was ‘a Mexican’ Is Charged in 2nd Hit-and-Run,2019-12-24,article,News,,"['Murders, Attempted Murders and Homicides', 'Hit-and-Run Drivers', 'Hate Crimes', 'Hispanic-Americans']"
"In Fighting Over the Minors, What Might Baseball Lose?",2019-12-23,article,News,,"['Minor Leagues', 'Baseball']"
G.O.P. Senator ‘Disturbed’ by McConnell’s ‘Total Coordination’ with White House,2019-12-25,article,News,,"['United States Politics and Government', 'Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
"Done Singing for the Blues, He Happily Wears Their Stanley Cup Ring",2019-12-24,article,News,,"['National Anthems', 'Hockey, Ice', 'Stanley Cup']"
Will the United States Lose the Universe?,2019-12-23,article,News,,"['Space and Astronomy', 'Telescopes and Observatories', 'Hubble Space Telescope', 'Demonstrations, Protests and Riots', 'James Webb Space Telescope', 'Physics', 'Native Hawaiians', 'Large Synoptic Survey Telescope', 'your-feed-science', 'United States Politics and Government']"
Pop Music in 2019: An Escape From Isolation?,2019-12-25,article,News,,"['Rap and Hip-Hop', 'Pop and Rock Music', 'Two Thousand Nineteen']"
Traffic Circles Are Everywhere in France. Not Everyone Is Happy.,2019-12-25,article,News,,"['Demonstrations, Protests and Riots', 'Roads and Traffic', 'Traffic Accidents and Safety', 'Politics and Government', 'Yellow Vests Movement']"
Six Steps to Mentally Survive the Holidays,2019-12-23,article,News,,"['your-feed-selfcare', 'Meditation', 'Dating and Relationships', 'Emotions', 'Parties (Social)', 'Anxiety and Stress']"
"In Indian Country, a Crisis of Missing Women. And a New One When They’re Found.",2019-12-25,article,News,,"['Missing Persons', 'Native Americans', 'Women and Girls', 'Navajo Indians', 'Human Trafficking', 'Prostitution', 'Homeless Persons']"
Children’s Aid Helped a Young Ghanaian Woman Get to College,2019-12-25,article,Editorial,,[]
The Reporters Carrying On a Century-Old Holiday Tradition,2019-12-25,article,News,,[]
South America Is in a Quandary. Just Like the United States.,2019-12-23,article,Op-Ed,,"['Income Inequality', 'Productivity']"
A Yosemite Holiday Tradition,2019-12-24,article,briefing,,[]
Cuomo Blocks Judges Picked by Trump From Officiating Weddings in N.Y.,2019-12-24,article,News,,"['Courts and the Judiciary', 'Weddings and Engagements', 'Vetoes (US)', 'Politics and Government', 'Law and Legislation']"
Christmas Eve Wildfire in Chile Destroys Dozens of Homes,2019-12-25,article,News,,"['Wildfires', 'Fires and Firefighters']"
"$799,000 Homes in Maryland, Texas and Florida",2019-12-25,article,News,,['Real Estate and Housing (Residential)']
Christian Post Editor Resigns Over Editorial Defending Trump,2019-12-24,article,News,,"['Evangelical Movement', 'Christians and Christianity', 'News and News Media', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'internal-storyline-no']"
Mexico Calls Amplified Police Presence at Bolivia Embassy a ‘Siege’,2019-12-24,article,News,,"['Diplomatic Service, Embassies and Consulates']"
The Unforeseen Dangers of a Device That Curbs Drunken Driving,2019-12-23,article,News,,"['Drunken and Reckless Driving', 'Traffic Accidents and Safety', 'Driver Distraction and Fatigue', 'Tests (Sobriety)']"
Montana Battle Over Aid for Religious Schools Reaches Supreme Court,2019-12-23,article,News,,"['Private and Sectarian Schools', 'Freedom of Religion', 'Education (K-12)', 'Religion-State Relations', 'First Amendment (US Constitution)', 'Suits and Litigation (Civil)']"
The U.N.’s Tainted Legacy in Haiti,2019-12-24,article,Editorial,,"['Child Abuse and Neglect', 'Women and Girls', 'Sex Crimes', 'Cholera', 'Ethics and Official Misconduct']"
Greek Wines Get Back to Their Roots,2019-12-24,article,News,,"['Wines', 'Grapes']"
"Notre-Dame Will Not Host Christmas Mass, a First in More Than 200 Years",2019-12-23,article,News,,"['Fires and Firefighters', 'Churches (Buildings)', 'Christmas']"
Wendy Whelan Is Inspired By Stravinsky and Chanel No. 19,2019-12-24,article,News,,['Dancing']
"Chinese Restaurants Are Closing. That’s a Good Thing, the Owners Say.",2019-12-24,article,News,,"['Restaurants', 'Chinese-Americans', 'Immigration and Emigration', 'Family Business', 'Chinese Food (Cuisine)', 'Shutdowns (Institutional)']"
Review: Animated Shorts of Every Stripe and Feather,2019-12-24,article,Review,,"['ANIMATED FILMS', 'Movies']"
Crisis Looms in Antibiotics as Drug Makers Go Bankrupt,2019-12-25,article,News,,"['ANTIBIOTICS', 'Drugs (Pharmaceuticals)', 'Drug resistance (Microbial)', 'Venture Capital', 'Bacteria', 'your-feed-science']"
The Decade Parents Couldn’t Win,2019-12-25,article,News,,[]
"In a Collection of ‘Peanuts’ Tributes, the Gang Is All Here",2019-12-25,article,Review,,"['Books and Literature', 'Comic Books and Strips']"
"The Butcher, the Baker, the Candlestick Maker: Rub-a-Dub to 2019",2019-12-24,article,News,,"['Candles', 'Butchers and Butchering', 'Bakeries and Baked Products', 'Small Business']"
What Billionaires Don’t Understand About College Debt,2019-12-23,article,Op-Ed,,"['Colleges and Universities', 'Philanthropy', 'Student Loans', 'Income Inequality']"
Speaking Out on Gay Rights and Corruption Costs Ambassador His Job,2019-12-24,article,News,,"['United States International Relations', 'Corruption (Institutional)', 'Homosexuality and Bisexuality']"
"For a Festive Sip, Turn to Blackberry Liqueur",2019-12-23,article,News,,"['ALCOHOLIC BEVERAGES', 'Blackberries']"
"What Baby Yoda, O.K. Boomer and Hemp Farming Told Us About the 2019 Economy",2019-12-23,article,News,,"['International Trade and World Market', 'Labor and Jobs', 'Millennial Generation', 'United States Economy', 'Social Media', 'Renting and Leasing (Real Estate)', 'Productivity', 'Baby Boomers', 'Real Estate and Housing (Residential)']"
How a Hip-Hop Party Went From a Harlem Basement to Packing Barclays,2019-12-23,article,News,,"['Parties (Social)', 'Rap and Hip-Hop', 'Music', 'Cognac', 'Bars and Nightclubs', 'Blacks', 'Black People']"
Having a Dog as a Child Is Tied to a Lower Risk of Schizophrenia as an Adult,2019-12-24,article,News,,"['Mental Health and Disorders', 'Dogs', 'Schizophrenia', 'Cats', 'Bipolar Disorder']"
A Final Rhapsody in Blue From Matthew Wong,2019-12-24,article,Review,,['Art']
Kanye West Gives Lincoln Center an Opera for Christmas,2019-12-23,article,News,,"['Gospel Music', 'Opera', 'Rap and Hip-Hop']"
American Special Forces Soldier Is Killed in Afghanistan,2019-12-23,article,News,,"['United States Defense and Military Forces', 'Afghanistan War (2001- )', 'Terrorism', 'Deaths (Fatalities)', 'United States Politics and Government']"
"A $750,000 Taxi Medallion, a Driver’s Suicide and a Brother’s Guilt",2019-12-23,article,News,,"['Taxicabs and Taxicab Drivers', 'Credit and Debt', 'Depression (Mental)', 'Suicides and Suicide Attempts']"
Japanese Lawmaker Is Arrested in Casino Bribery Investigation,2019-12-25,article,News,,"['Casinos', 'Bribery and Kickbacks', 'Gambling']"
Singing Group,2019-12-24,article,News,,['Crossword Puzzles']
"My Jewish Sons Have a Christmas Tree, and I Need to Deal",2019-12-24,article,News Analysis,,"['Christmas', 'Christmas Trees', 'Jews and Judaism', 'Hinduism', 'Families and Family Life', 'Divorce, Separations and Annulments', 'Parenting']"
A Comedy Special for Kids That Gets Their Dark Sense of Humor,2019-12-24,article,News,,"['Comedy and Humor', 'Children and Childhood', 'Television']"
Finding Common Ground on the Appalachian Trail,2019-12-24,article,Letter,,"['Hikes and Hiking', 'Debates (Political)', 'Roads and Traffic', 'Waste Materials and Disposal', 'United States Politics and Government']"
Is This the Next Tulum?,2019-12-24,article,News,,"['Travel and Vacations', 'Hotels and Travel Lodgings', 'Water Pollution']"
The Forgotten Story of Christmas 1918,2019-12-25,article,Op-Ed,,"['Defense and Military Forces', 'Christmas', 'Civilian Casualties', 'World War I (1914-18)']"
What Should Europe Do About Viktor Orban and ‘Illiberal Democracy’?,2019-12-23,article,News,,"['Middle East and Africa Migrant Crisis', 'Immigration and Emigration', 'Debates (Political)']"
‘Ip Man 4: The Finale’ Review: Head Punches and Heart,2019-12-24,article,Review,,['Movies']
House Democrats Demand Answers as Migrant Deaths Continue to Rise,2019-12-23,article,News,,"['Immigration and Emigration', 'Illegal Immigration', 'United States Politics and Government', 'Immigration Detention', 'Deaths (Fatalities)']"
Smashing the Finance Patriarchy With Memes,2019-12-24,article,News,,"['Banking and Financial Institutions', 'Women and Girls', 'Stocks and Bonds', 'your-feed-selfcare']"
Assembling a New Tradition,2019-12-23,article,News,,"['Crossword Puzzles', 'Puzzles']"
Modern Love Podcast: Mary Chapin Carpenter Reads ‘The Race Grows Sweeter Near Its Final Lap’,2019-12-24,article,News,,"['Love (Emotion)', 'Podcasts', 'Television']"
10 Books to Watch For in January,2019-12-23,article,News,,['Books and Literature']
Syrian Offensive Sends Tens of Thousands Fleeing,2019-12-23,article,News,,"['Middle East and Africa Migrant Crisis', 'Refugees and Displaced Persons', 'Civilian Casualties', 'Humanitarian Aid']"
The Sleek Curves That Reshaped Furniture Design,2019-12-24,article,News,,"['Chairs', 'Furniture', 'Museums', 'Design']"
‘Just Speaking From My Body’,2019-12-24,article,News,,['Dancing']
"By Challenging Evangelicals, She Changed Them",2019-12-24,article,News,,"['Evangelical Movement', 'Episcopal Church', 'Social Media']"
Why Hiking Beats Surfing on Réunion Island (Hint: Sharks!),2019-12-23,article,News,,"['Hikes and Hiking', 'Travel and Vacations', 'Islands', 'Forests and Forestry', 'Waterfalls']"
$2 Million Homes in California,2019-12-23,article,News,,['Real Estate and Housing (Residential)']
Rivian Gets $1.3 Billion Investment in Electric Truck Venture,2019-12-23,article,News,,"['Venture Capital', 'Electric and Hybrid Vehicles']"
"In Praise of Barack Obama, Music Critic",2019-12-25,article,Op-Ed,,"['Pop and Rock Music', 'RHYTHM AND BLUES (MUSIC)', 'United States Politics and Government']"
